timestamp,open,high,low,close,volume,amount
2024-07-05,4082.19,4084.65,4063.17,4084.65,184715,754497001.75
2024-07-08,4086.23,4098.87,4084.97,4086.71,139449,569888272.55
2024-07-09,4110.47,4115.66,4108.86,4112.21,293575,1207243195.45
2024-07-10,4106.46,4109.27,4100.48,4109.27,120916,496875942.65
2024-07-11,4118.68,4122.76,4118.67,4122.41,393540,1622332518.68
2024-07-12,4134.47,4141.26,4130.26,4131.28,224118,925894344.48
2024-07-15,4157.45,4178.01,4149.76,4149.76,112995,468902031.43
2024-07-16,4163.03,4183.56,4160.95,4160.95,451224,1877519371.82
2024-07-17,4177.06,4190.82,4175.21,4190.82,156673,656588014.73
2024-07-18,4185.34,4187.23,4178.78,4186.32,341331,1428920127.34
2024-07-19,4167.18,4182.2,4162.27,4163.07,446047,1856923594.43
2024-07-22,4163.46,4171.81,4146.27,4147.73,246341,1021756964.95
2024-07-23,4132.35,4141.95,4124.09,4124.09,273617,1128421318.53
2024-07-24,4125.76,4127.6,4119.59,4124.83,239180,986576229.25
2024-07-25,4138.77,4141.98,4128.83,4141.98,328796,1361866264.01
2024-07-26,4121.74,4129.15,4111.89,4128.67,233547,964237600.51
2024-07-29,4136.65,4139.6,4118.67,4134.84,460110,1902482680.15
2024-07-30,4122.26,4138.42,4117.71,4117.71,136686,562833418.03
2024-07-31,4141.48,4148.59,4130.93,4133.23,165339,683384598.39
2024-08-01,4122.16,4130.46,4118.43,4129.8,310973,1284254775.96
2024-08-02,4114.52,4126.54,4109.23,4125.57,298781,1232640477.71
2024-08-05,4101.11,4120.49,4094.78,4096.62,387276,1586521175.84
2024-08-06,4092.51,4099.87,4088.16,4099.87,418065,1714011647.74
2024-08-07,4079.56,4088.8,4073.08,4081.53,348085,1420720455.83
2024-08-08,4080.68,4105.09,4079.39,4079.39,248785,1014890883.26
2024-08-09,4046.77,4048.14,4037.35,4048.14,493812,1999022545.39
2024-08-12,4037.05,4045.63,4035.09,4035.09,124229,501274773.56
2024-08-13,4023.06,4034.41,4020.78,4020.78,317286,1275738521.23
2024-08-14,4022.8,4031.39,4020.85,4020.85,309533,1244586691.02
2024-08-15,4008.65,4023.25,3991.98,4009.11,155882,624948283.82
2024-08-16,3997.74,4004.66,3992.6,3992.6,343557,1371684256.82
2024-08-19,3989.62,3991.97,3983.22,3983.22,343606,1368658703.99
2024-08-20,3947.24,3973.05,3927.03,3936.18,332035,1306951134.09
2024-08-21,3903.97,3914.33,3885.13,3903.52,387242,1511605644.27
2024-08-22,3881.03,3882.99,3873.98,3874.34,494147,1914492710.49
2024-08-23,3860.45,3874.7,3859.24,3859.24,428596,1654056900.25
2024-08-26,3845.88,3856.62,3844.22,3844.22,276080,1061312865.42
2024-08-27,3821.81,3833.1,3817.13,3826.24,463829,1774721284.73
2024-08-28,3817.71,3823.39,3810.0,3821.37,344278,1315612162.99
2024-08-29,3798.05,3801.49,3779.04,3801.49,406225,1544260772.82
2024-08-30,3789.82,3790.48,3780.24,3782.68,350074,1324219268.59
2024-09-02,3782.32,3782.66,3781.89,3781.89,319687,1209021501.24
2024-09-03,3743.92,3747.8,3737.34,3737.34,355972,1330388044.97
2024-09-04,3726.27,3736.77,3717.37,3727.58,456065,1700019493.23
2024-09-05,3720.74,3736.06,3708.65,3708.65,426241,1580777085.67
2024-09-06,3662.82,3667.46,3650.47,3656.38,144012,526563013.99
2024-09-09,3637.94,3642.16,3634.82,3638.55,298759,1087050461.3
2024-09-10,3617.65,3627.38,3606.89,3627.38,245886,891922862.09
2024-09-11,3614.76,3633.65,3614.7,3618.07,110162,398573794.82
2024-09-12,3605.29,3608.56,3598.48,3603.59,135975,489998384.06
2024-09-13,3595.33,3609.58,3594.68,3594.68,204522,735191048.05
2024-09-16,3594.1,3605.9,3593.28,3603.13,159973,576404167.41
2024-09-17,3582.05,3584.79,3576.72,3576.72,187969,672313121.4
2024-09-18,3535.24,3551.14,3531.81,3531.81,185860,656422674.0
2024-09-19,3528.04,3529.1,3519.51,3529.1,455125,1606179728.97
2024-09-20,3530.85,3536.15,3524.65,3528.94,410429,1448379246.8
2024-09-23,3511.91,3524.99,3498.11,3520.13,458748,1614852865.67
2024-09-24,3505.01,3508.01,3487.63,3503.59,282034,988132100.29
2024-09-25,3473.4,3476.41,3460.3,3476.41,106633,370700012.01
2024-09-26,3484.57,3499.63,3464.51,3497.1,433229,1515045230.65
2024-09-27,3502.27,3509.26,3498.71,3506.35,373545,1309780602.6
2024-09-30,3511.51,3513.22,3507.06,3507.06,353491,1239715070.31
2024-10-01,3473.68,3477.77,3466.31,3469.81,228710,793579573.09
2024-10-02,3467.34,3471.06,3461.84,3463.29,343641,1190128831.24
2024-10-03,3438.01,3444.33,3431.98,3444.33,270401,931349067.16
2024-10-04,3443.99,3450.27,3441.29,3441.29,412556,1419722897.5
2024-10-07,3434.43,3442.1,3410.16,3435.67,144885,497777702.04
2024-10-08,3433.78,3443.98,3426.81,3431.77,349609,1199777093.54
2024-10-09,3418.93,3428.15,3417.75,3417.75,216180,738850206.35
2024-10-10,3406.78,3411.0,3401.84,3401.84,390179,1327325013.26
2024-10-11,3385.1,3387.13,3384.87,3384.87,468498,1585803695.24
2024-10-14,3372.82,3375.27,3370.87,3375.27,265438,895925893.94
2024-10-15,3389.61,3398.07,3389.12,3389.12,213447,723397458.47
2024-10-16,3389.51,3397.53,3375.22,3382.29,412890,1396515298.71
2024-10-17,3382.62,3387.13,3380.15,3387.13,194079,657370374.69
2024-10-18,3381.78,3396.64,3379.65,3383.53,128587,435077759.12
2024-10-21,3365.35,3370.44,3351.23,3370.44,357361,1204463988.08
2024-10-22,3376.54,3377.48,3374.09,3377.48,278628,941060904.42
2024-10-23,3384.13,3387.11,3373.5,3380.83,134258,453903431.33
2024-10-24,3381.23,3383.52,3378.95,3379.3,178222,602265000.41
2024-10-25,3398.66,3421.29,3392.17,3401.74,392590,1335491057.04
2024-10-28,3410.63,3424.23,3408.82,3408.82,373978,1274822444.57
2024-10-29,3392.32,3407.26,3388.42,3402.52,324830,1105239147.98
2024-10-30,3403.3,3416.4,3390.63,3394.95,499893,1697114013.13
2024-10-31,3406.0,3412.65,3402.88,3402.88,191128,650386594.93
2024-11-01,3403.36,3405.23,3390.53,3405.23,346369,1179466733.95
2024-11-04,3412.41,3419.43,3408.25,3408.25,338043,1152135383.71
2024-11-05,3428.47,3431.62,3426.85,3431.62,409219,1404284300.12
2024-11-06,3423.84,3443.6,3412.66,3428.39,439547,1506939135.44
2024-11-07,3446.47,3452.79,3444.27,3448.65,261277,901053677.97
2024-11-08,3436.96,3447.44,3427.49,3432.87,345732,1186852698.22
2024-11-11,3436.53,3450.9,3425.5,3433.21,358890,1232143767.26
2024-11-12,3427.19,3432.33,3414.68,3418.85,416519,1424014179.67
2024-11-13,3431.82,3436.19,3413.35,3428.21,401569,1376663385.12
2024-11-14,3438.85,3439.91,3437.13,3437.13,402119,1382133762.96
2024-11-15,3475.04,3479.24,3460.77,3477.18,245834,854809746.52
2024-11-18,3499.68,3511.74,3491.98,3492.71,147837,516351390.31
2024-11-19,3492.0,3493.92,3489.97,3493.92,184318,643992246.64
2024-11-20,3497.4,3510.89,3491.67,3510.89,498720,1750949795.22
2024-11-21,3509.91,3513.32,3506.43,3513.32,311904,1095819307.79
2024-11-22,3546.71,3560.72,3526.54,3546.83,342208,1213753922.42
2024-11-25,3553.8,3557.14,3542.94,3557.14,427894,1522080178.73
2024-11-26,3567.9,3569.06,3567.34,3569.06,251010,895870279.37
2024-11-27,3562.97,3568.83,3543.52,3568.83,419224,1496141222.32
2024-11-28,3591.47,3606.45,3590.85,3592.7,313904,1127764168.86
2024-11-29,3647.16,3664.39,3637.66,3642.53,161586,588581577.13
2024-12-02,3652.81,3657.44,3645.24,3650.08,469838,1714948241.07
2024-12-03,3661.36,3680.13,3653.95,3660.62,389021,1424059087.51
2024-12-04,3682.02,3687.15,3668.59,3674.28,171569,630392154.69
2024-12-05,3697.54,3703.6,3694.96,3694.96,366200,1353095775.76
2024-12-06,3710.11,3710.82,3707.25,3707.25,404046,1497899468.09
2024-12-09,3739.57,3739.65,3732.17,3739.65,280944,1050631066.28
2024-12-10,3741.82,3756.56,3725.16,3754.78,198908,746856146.18
2024-12-11,3780.39,3781.28,3765.79,3781.28,315364,1192480629.99
2024-12-12,3819.58,3824.05,3814.51,3814.51,302416,1153567910.45
2024-12-13,3855.28,3856.56,3851.96,3851.96,119408,459954569.96
2024-12-16,3892.82,3911.3,3890.55,3896.02,330847,1288986767.67
2024-12-17,3936.03,3948.91,3930.48,3936.46,443293,1745006362.19
2024-12-18,3955.33,3956.07,3953.78,3953.78,426767,1687343515.94
2024-12-19,3958.9,3972.46,3947.23,3947.23,379771,1499042219.63
2024-12-20,3950.16,3956.13,3946.86,3946.86,383648,1514206825.72
2024-12-23,3963.89,3964.73,3948.58,3950.66,219268,866252917.89
2024-12-24,3961.5,3972.17,3949.96,3968.08,152694,605901748.36
2024-12-25,3957.24,3962.57,3954.72,3955.84,129422,511972454.13
2024-12-26,3962.37,3971.7,3954.86,3970.17,396709,1575002830.61
2024-12-27,3976.31,3982.04,3970.09,3982.04,300563,1196854038.35
2024-12-30,3982.77,3987.84,3978.03,3980.46,341775,1360420899.52
2024-12-31,3978.13,3986.58,3967.44,3967.44,343926,1364506402.49
2025-01-01,3993.82,4002.57,3987.92,4001.05,281175,1124995392.04
2025-01-02,4021.24,4021.89,4006.36,4018.34,339513,1364279968.25
2025-01-03,4031.11,4036.62,4022.51,4036.62,224364,905672108.05
2025-01-06,4031.98,4038.38,4027.58,4038.38,111502,450287357.48
2025-01-07,4065.44,4067.46,4063.46,4067.46,459556,1869225318.85
2025-01-08,4079.43,4105.96,4065.43,4072.38,250048,1018290616.78
2025-01-09,4078.46,4085.59,4076.2,4076.2,199683,813948350.23
2025-01-10,4063.68,4074.04,4061.01,4061.01,171711,697320305.05
2025-01-13,4040.92,4056.52,4035.71,4035.71,331118,1336295332.96
2025-01-14,4051.56,4053.54,4036.69,4053.54,271294,1099700793.9
2025-01-15,4054.76,4060.98,4046.36,4060.98,291814,1185049958.76
2025-01-16,4029.28,4033.55,4025.55,4025.55,352627,1419517790.75
2025-01-17,4038.21,4039.91,4025.81,4027.7,345540,1391730674.29
2025-01-20,4034.61,4035.88,4015.21,4031.3,479698,1933804652.92
2025-01-21,4022.77,4031.72,4015.55,4015.55,147344,591666545.39
2025-01-22,4014.07,4015.69,4003.34,4012.06,452755,1816479606.33
2025-01-23,4009.38,4017.18,3998.92,4017.14,294759,1184087950.8
2025-01-24,4022.55,4027.15,4002.04,4025.16,394339,1587275615.99
2025-01-27,4010.94,4023.04,4002.42,4002.42,343409,1374465912.12
2025-01-28,4008.14,4012.71,4003.54,4010.53,119509,479294275.17
2025-01-29,3999.22,4010.19,3982.1,4008.8,171127,686014039.9
2025-01-30,3991.84,3998.04,3977.17,3987.97,383216,1528254661.97
2025-01-31,3960.03,3968.04,3954.18,3966.87,151915,602626367.63
2025-02-03,3969.62,3981.58,3962.1,3967.2,461905,1832467618.75
2025-02-04,3947.97,3955.83,3929.24,3943.16,152090,599714635.6
2025-02-05,3948.93,3950.07,3937.2,3942.26,131745,519373003.01
2025-02-06,3925.58,3929.45,3911.61,3929.45,338402,1329734480.48
2025-02-07,3928.88,3932.64,3911.84,3912.51,126517,494999096.23
2025-02-10,3904.73,3912.0,3895.66,3912.0,135971,531918870.55
2025-02-11,3910.48,3921.63,3894.8,3902.91,222158,867063380.78
2025-02-12,3887.88,3892.86,3887.27,3887.53,175858,683653116.39
2025-02-13,3894.84,3895.82,3893.39,3893.39,113516,441962412.05
2025-02-14,3891.32,3898.26,3888.13,3888.13,108273,420979349.4
2025-02-17,3877.93,3880.85,3877.3,3877.3,490943,1903532108.07
2025-02-18,3879.67,3883.91,3870.99,3883.91,336981,1308805360.45
2025-02-19,3834.82,3835.41,3817.98,3835.41,445454,1708496981.31
2025-02-20,3805.81,3807.3,3802.36,3805.18,351124,1336089077.65
2025-02-21,3800.91,3809.54,3788.62,3808.84,332554,1266643840.11
2025-02-24,3800.5,3802.33,3797.63,3798.64,244187,927579466.23
2025-02-25,3770.52,3779.86,3768.22,3768.22,413205,1557045523.41
2025-02-26,3737.92,3740.01,3734.31,3735.67,467934,1748045328.58
2025-02-27,3737.91,3747.52,3728.81,3730.88,212734,793683975.88
2025-02-28,3688.16,3697.06,3672.1,3695.89,309049,1142211235.45
2025-03-03,3675.63,3677.88,3662.37,3677.88,296241,1089538353.19
2025-03-04,3685.28,3689.66,3680.96,3685.84,144755,533543773.65
2025-03-05,3676.97,3679.46,3675.69,3675.69,391698,1439759496.42
2025-03-06,3696.14,3705.36,3682.35,3691.64,315382,1164275545.27
2025-03-07,3663.73,3675.5,3663.69,3663.69,478043,1751401298.92
2025-03-10,3661.12,3663.74,3659.33,3663.74,366030,1341038445.49
2025-03-11,3654.64,3668.86,3653.87,3658.42,391643,1432794224.71
2025-03-12,3627.21,3639.75,3611.0,3620.7,394107,1426941856.02
2025-03-13,3634.1,3637.04,3623.25,3626.59,113764,412574950.98
2025-03-14,3595.76,3605.02,3594.92,3594.92,243272,874542891.63
2025-03-17,3577.85,3586.07,3577.26,3578.6,175105,626630665.68
2025-03-18,3551.63,3555.73,3542.73,3555.73,116073,412724068.5
2025-03-19,3558.33,3565.03,3550.49,3564.5,182527,650617316.54
2025-03-20,3535.44,3547.09,3533.27,3533.27,144541,510702047.82
2025-03-21,3527.37,3531.26,3527.28,3527.28,142772,503596655.31
2025-03-24,3512.67,3527.26,3501.91,3513.45,243218,854533487.33
2025-03-25,3506.06,3517.76,3503.33,3509.26,455581,1598754006.56
2025-03-26,3490.81,3501.21,3489.29,3489.29,307231,1072019137.94
2025-03-27,3483.7,3484.03,3476.89,3484.03,171950,599079393.02
2025-03-28,3474.88,3483.11,3466.33,3481.3,325787,1134162322.67
2025-03-31,3478.74,3487.48,3475.36,3475.36,450249,1564778997.41
2025-04-01,3468.6,3472.23,3466.7,3466.8,109825,380741572.05
2025-04-02,3452.58,3453.59,3448.49,3453.59,312034,1077636944.28
2025-04-03,3441.7,3451.76,3440.16,3442.78,270272,930487803.23
2025-04-04,3452.41,3473.83,3437.59,3455.44,289715,1001093784.86
2025-04-07,3473.81,3483.96,3473.25,3483.96,374707,1305463592.21
2025-04-08,3504.87,3514.46,3504.68,3504.68,188149,659401878.21
2025-04-09,3518.19,3524.73,3511.74,3517.18,283173,995971346.61
2025-04-10,3489.88,3510.17,3486.43,3486.43,153899,536557701.11
2025-04-11,3488.05,3493.32,3474.53,3479.94,443675,1543960699.1
2025-04-14,3509.79,3521.0,3502.04,3503.36,395559,1385785146.43
2025-04-15,3501.9,3512.79,3490.44,3497.17,433079,1514549632.97
2025-04-16,3508.39,3509.14,3499.82,3507.12,330562,1159322245.2
2025-04-17,3520.37,3524.87,3517.76,3524.87,129450,456294320.77
2025-04-18,3520.36,3523.5,3517.67,3520.88,293324,1032759687.33
2025-04-21,3524.33,3527.81,3511.4,3512.48,422441,1483817010.89
2025-04-22,3501.22,3506.71,3479.48,3491.61,487407,1701834987.79
2025-04-23,3506.12,3512.77,3500.79,3500.79,268572,940214574.04
2025-04-24,3488.81,3496.04,3478.25,3486.51,280060,976432802.31
2025-04-25,3495.27,3495.73,3493.55,3493.55,470997,1645453010.8
2025-04-28,3482.61,3486.71,3476.79,3481.94,295481,1028845801.16
2025-04-29,3499.31,3504.19,3497.0,3497.0,127454,445707187.64
2025-04-30,3507.22,3521.23,3503.15,3508.66,455666,1598776792.82
2025-05-01,3505.42,3510.41,3490.04,3490.04,415988,1451813379.85
2025-05-02,3505.37,3511.8,3500.57,3503.17,283406,992819925.08
2025-05-05,3502.33,3515.9,3499.57,3499.57,471633,1650513419.48
2025-05-06,3519.21,3522.48,3506.56,3522.48,167000,588254139.73
2025-05-07,3517.05,3533.52,3515.98,3515.98,375981,1321940104.09
2025-05-08,3543.14,3551.39,3541.22,3543.06,261934,928046973.29
2025-05-09,3556.45,3562.74,3545.53,3553.47,218773,777402656.17
2025-05-12,3572.34,3572.34,3567.34,3572.34,366175,1308101080.19
2025-05-13,3586.61,3605.43,3584.54,3585.13,276561,991505908.21
2025-05-14,3610.88,3620.6,3606.14,3608.22,194815,702935722.53
2025-05-15,3632.08,3647.06,3629.9,3629.9,329466,1195929883.69
2025-05-16,3655.25,3657.83,3650.23,3650.23,420127,1533561270.58
2025-05-19,3657.36,3673.58,3645.64,3660.48,262250,959961323.42
2025-05-20,3698.99,3702.75,3693.58,3696.01,455628,1684006347.35
2025-05-21,3750.05,3759.46,3742.15,3751.6,300211,1126272849.28
2025-05-22,3749.37,3749.56,3745.87,3749.56,417017,1563630715.5
2025-05-23,3770.54,3776.33,3757.68,3757.91,390739,1468362650.52
2025-05-26,3793.87,3800.19,3788.73,3793.45,143974,546158767.23
2025-05-27,3808.92,3816.88,3804.25,3806.39,329361,1253676477.81
2025-05-28,3848.68,3860.65,3840.22,3840.22,113982,437716208.56
2025-05-29,3842.07,3847.19,3835.13,3847.19,142784,549316682.65
2025-05-30,3859.61,3861.3,3842.27,3853.17,440766,1698344579.98
2025-06-02,3864.14,3868.98,3842.46,3868.4,347702,1345051453.43
2025-06-03,3881.04,3886.19,3878.03,3878.03,102753,398478971.22
2025-06-04,3895.89,3896.98,3894.67,3896.98,481280,1875537711.48
2025-06-05,3900.25,3906.88,3899.04,3899.04,163883,638986216.21
2025-06-06,3929.48,3932.57,3926.47,3926.47,158121,620857601.96
2025-06-09,3951.09,3961.16,3937.31,3948.55,401490,1585303387.96
2025-06-10,3964.4,3969.96,3951.93,3969.16,226124,897521548.04
2025-06-11,3975.81,3978.57,3969.82,3969.82,289060,1147516622.19
2025-06-12,4001.82,4006.86,3972.02,4000.72,390535,1562422144.84
2025-06-13,4046.18,4048.77,4036.65,4048.32,295717,1197155914.49
2025-06-16,4063.1,4064.91,4060.9,4060.9,484272,1966578646.42
2025-06-17,4071.72,4075.63,4057.09,4065.1,169945,690843802.04
2025-06-18,4097.75,4101.21,4095.34,4095.34,458970,1879637880.23
2025-06-19,4087.12,4090.52,4074.76,4076.36,133082,542489614.76
2025-06-20,4082.88,4106.31,4076.35,4084.11,204579,835523899.68
2025-06-23,4107.4,4113.13,4103.69,4113.13,384704,1582336706.68
2025-06-24,4122.27,4122.73,4117.32,4117.32,125063,514924325.47
2025-06-25,4139.19,4145.9,4132.4,4144.59,309726,1283688354.49
2025-06-26,4155.88,4177.08,4135.46,4169.99,360153,1501832704.67
2025-06-27,4177.2,4186.14,4174.89,4174.89,143312,598312237.69
2025-06-30,4185.36,4189.38,4170.49,4176.44,385985,1612042158.83
2025-07-01,4185.53,4190.01,4181.6,4190.01,333788,1398575741.21
2025-07-02,4188.01,4194.34,4184.57,4184.57,122206,511379227.28
2025-07-03,4190.03,4211.82,4182.0,4184.38,435266,1821317669.37
2025-07-04,4230.42,4233.47,4217.73,4233.47,290479,1229733309.32
2025-07-07,4217.23,4218.6,4215.88,4218.6,418543,1765664987.07
2025-07-08,4219.79,4229.46,4214.65,4223.98,438251,1851162273.91
2025-07-09,4221.94,4229.25,4209.5,4217.46,456024,1923264595.14
2025-07-10,4211.08,4214.06,4207.33,4212.19,172191,725300966.13
2025-07-11,4204.24,4206.09,4199.77,4199.77,159479,669774983.75
2025-07-14,4214.79,4215.83,4192.8,4212.82,161740,681381109.48
2025-07-15,4217.0,4224.75,4185.38,4224.75,249724,1055020778.59
2025-07-16,4210.54,4244.62,4208.87,4214.65,138824,585094417.67
2025-07-17,4188.08,4194.43,4184.05,4189.24,457527,1916691012.24
2025-07-18,4235.97,4241.91,4228.21,4228.21,388356,1642049914.52
2025-07-21,4199.82,4205.34,4190.44,4190.44,467116,1957423134.69
2025-07-22,4174.78,4188.3,4169.7,4174.55,205371,857332524.09
2025-07-23,4178.55,4185.65,4169.1,4178.84,400038,1671694343.04
2025-07-24,4161.07,4174.3,4148.02,4157.56,145201,603681314.2
2025-07-25,4171.52,4175.57,4169.17,4169.17,315374,1314846483.67
2025-07-28,4171.15,4189.63,4147.18,4180.73,436770,1826015623.99
2025-07-29,4193.86,4198.89,4188.65,4193.41,389041,1631406751.4
2025-07-30,4184.97,4189.85,4174.57,4183.18,129052,539847948.61
2025-07-31,4189.2,4199.74,4187.22,4193.68,471894,1978973915.39
2025-08-01,4195.94,4219.92,4187.82,4195.16,141345,592965050.0
2025-08-04,4190.31,4204.51,4185.4,4189.01,258767,1083978832.47
2025-08-05,4178.78,4181.7,4170.32,4170.49,404425,1686650718.76
2025-08-06,4177.26,4189.34,4174.75,4174.75,395498,1651107157.79
2025-08-07,4197.57,4202.68,4176.31,4202.68,402394,1691132062.37
2025-08-08,4195.14,4201.99,4182.67,4190.28,115878,485561379.46
2025-08-11,4161.34,4161.51,4155.16,4161.51,353202,1469855132.22
2025-08-12,4154.11,4172.25,4144.97,4159.0,461031,1917429137.03
2025-08-13,4165.33,4169.29,4158.61,4165.87,418064,1741599406.48
2025-08-14,4175.27,4190.88,4162.72,4190.88,281073,1177943651.3
2025-08-15,4189.28,4190.09,4180.45,4190.09,267308,1120045301.64
2025-08-18,4179.97,4185.07,4174.73,4181.34,126531,529069340.84
2025-08-19,4166.79,4176.33,4161.14,4162.79,183728,764820531.5
2025-08-20,4165.18,4186.66,4164.01,4164.01,183541,764267245.6
2025-08-21,4134.49,4134.63,4125.9,4134.55,112151,463693666.03
2025-08-22,4135.43,4140.79,4128.27,4137.01,405840,1678962155.64
2025-08-25,4121.52,4124.09,4100.84,4122.05,443020,1826150581.02
2025-08-26,4103.48,4110.73,4098.72,4103.68,170220,698527652.43
2025-08-27,4108.52,4119.38,4107.69,4107.69,310020,1273467561.85
2025-08-28,4112.73,4116.79,4107.37,4116.79,302558,1245568163.08
2025-08-29,4077.86,4078.31,4072.28,4078.31,456724,1862663243.99
2025-09-01,4058.36,4061.73,4050.42,4061.73,277778,1128259408.24
2025-09-02,4034.3,4037.69,4025.93,4037.69,310442,1253470089.51
2025-09-03,4018.96,4018.96,4013.1,4018.96,348378,1400118974.68
2025-09-04,3996.25,3996.94,3991.95,3993.52,421424,1682963712.28
2025-09-05,3972.92,3982.0,3958.61,3962.64,411282,1629761321.91
2025-09-08,3933.61,3949.69,3918.23,3931.07,257176,1010978047.39
2025-09-09,3913.86,3914.15,3911.51,3914.15,318387,1246214462.42
2025-09-10,3876.49,3885.46,3874.14,3874.14,113970,441535494.61
2025-09-11,3849.99,3854.49,3835.04,3835.04,403287,1546622064.0
2025-09-12,3799.41,3806.91,3794.12,3796.96,429790,1631896972.07
2025-09-15,3778.06,3795.04,3764.51,3788.22,226980,859850422.62
2025-09-16,3809.87,3814.67,3808.36,3810.87,264465,1007840880.62
2025-09-17,3783.34,3788.38,3779.97,3788.38,420590,1593355666.5
2025-09-18,3801.24,3810.97,3800.92,3800.92,172394,655256356.59
2025-09-19,3768.08,3769.58,3756.67,3767.97,297564,1121212490.55
2025-09-22,3751.17,3756.85,3743.38,3747.33,285748,1070793043.58
2025-09-23,3720.81,3738.78,3713.2,3713.2,238601,885973722.6
